onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	stim_color	stim_word	trial_type	worker_id
3.518	1.5	incongruent	1.0	89.0	stroop	89	0.932	red	green	incongruent	s614
5.795	1.5	incongruent	1.0	71.0	stroop	71	0.69	blue	red	incongruent	s614
7.799	1.5	congruent	1.0	71.0	stroop	71	0.734	blue	blue	congruent	s614
9.804	1.5	congruent	1.0	71.0	stroop	71	0.634	blue	blue	congruent	s614
11.81	1.5	incongruent	1.0	89.0	stroop	89	0.797	red	green	incongruent	s614
13.814	1.5	congruent	1.0	71.0	stroop	71	0.732	blue	blue	congruent	s614
15.955	1.5	congruent	1.0	82.0	stroop	82	0.792	green	green	congruent	s614
17.961	1.5	incongruent	1.0	89.0	stroop	89	0.656	red	green	incongruent	s614
19.963	1.5	congruent	1.0	89.0	stroop	89	0.675	red	red	congruent	s614
22.104	1.5	incongruent	1.0	71.0	stroop	71	0.461	blue	green	incongruent	s614
24.11	1.5	incongruent	1.0	82.0	stroop	82	0.661	green	red	incongruent	s614
26.113	1.5	incongruent	1.0	82.0	stroop	82	0.679	green	blue	incongruent	s614
28.251	1.5	congruent	1.0	82.0	stroop	82	0.549	green	green	congruent	s614
30.389	1.5	congruent	1.0	89.0	stroop	89	0.626	red	red	congruent	s614
32.662	1.5	incongruent	1.0	71.0	stroop	71	0.845	blue	green	incongruent	s614
35.347	1.5	congruent	1.0	71.0	stroop	71	0.787	blue	blue	congruent	s614
37.353	1.5	congruent	1.0	82.0	stroop	82	0.8	green	green	congruent	s614
39.355	1.5	incongruent	1.0	89.0	stroop	89	0.592	red	blue	incongruent	s614
41.632	1.5	incongruent	1.0	71.0	stroop	71	0.783	blue	red	incongruent	s614
43.635	1.5	congruent	1.0	89.0	stroop	89	0.875	red	red	congruent	s614
45.64	1.5	incongruent	1.0	89.0	stroop	89	0.585	red	blue	incongruent	s614
47.642	1.5	incongruent	1.0	89.0	stroop	89	0.407	red	blue	incongruent	s614
49.646	1.5	incongruent	1.0	71.0	stroop	71	0.638	blue	red	incongruent	s614
51.651	1.5	incongruent	1.0	82.0	stroop	82	0.82	green	blue	incongruent	s614
53.655	1.5	congruent	0.0	71.0	stroop	82	0.474	blue	blue	congruent	s614
55.929	1.5	incongruent	1.0	71.0	stroop	71	0.965	blue	green	incongruent	s614
57.931	1.5	congruent	1.0	89.0	stroop	89	0.743	red	red	congruent	s614
60.345	1.5	congruent	1.0	82.0	stroop	82	0.743	green	green	congruent	s614
62.347	1.5	congruent	1.0	89.0	stroop	89	0.695	red	red	congruent	s614
64.489	1.5	congruent	1.0	89.0	stroop	89	0.542	red	red	congruent	s614
66.494	1.5	congruent	1.0	71.0	stroop	71	0.699	blue	blue	congruent	s614
68.499	1.5	incongruent	1.0	82.0	stroop	82	0.763	green	red	incongruent	s614
70.503	1.5	congruent	1.0	82.0	stroop	82	0.533	green	green	congruent	s614
72.782	1.5	incongruent	1.0	89.0	stroop	89	0.716	red	green	incongruent	s614
74.787	1.5	incongruent	1.0	82.0	stroop	82	1.503	green	red	incongruent	s614
77.064	1.5	incongruent	1.0	89.0	stroop	89	0.789	red	blue	incongruent	s614
79.342	1.5	incongruent	1.0	89.0	stroop	89	0.715	red	blue	incongruent	s614
81.344	1.5	congruent	1.0	82.0	stroop	82	0.647	green	green	congruent	s614
84.03	1.5	incongruent	1.0	89.0	stroop	89	0.861	red	blue	incongruent	s614
86.035	1.5	congruent	1.0	89.0	stroop	89	0.688	red	red	congruent	s614
88.312	1.5	congruent	1.0	82.0	stroop	82	0.683	green	green	congruent	s614
90.317	1.5	congruent	1.0	89.0	stroop	89	0.683	red	red	congruent	s614
92.323	1.5	incongruent	1.0	82.0	stroop	82	0.861	green	red	incongruent	s614
94.598	1.5	congruent	1.0	82.0	stroop	82	0.642	green	green	congruent	s614
96.735	1.5	congruent	1.0	89.0	stroop	89	0.656	red	red	congruent	s614
99.28	1.5	incongruent	1.0	71.0	stroop	71	0.623	blue	green	incongruent	s614
101.692	1.5	incongruent	1.0	82.0	stroop	82	0.856	green	red	incongruent	s614
103.694	1.5	incongruent	1.0	89.0	stroop	89	0.772	red	blue	incongruent	s614
105.7	1.5	incongruent	1.0	71.0	stroop	71	0.605	blue	red	incongruent	s614
107.704	1.5	congruent	1.0	82.0	stroop	82	0.734	green	green	congruent	s614
110.251	1.5	congruent	1.0	71.0	stroop	71	1.238	blue	blue	congruent	s614
112.392	1.5	congruent	1.0	71.0	stroop	71	0.642	blue	blue	congruent	s614
114.397	1.5	congruent	1.0	89.0	stroop	89	1.033	red	red	congruent	s614
116.4	1.5	congruent	1.0	82.0	stroop	82	0.628	green	green	congruent	s614
118.675	1.5	incongruent	1.0	71.0	stroop	71	0.573	blue	red	incongruent	s614
120.68	1.5	congruent	1.0	71.0	stroop	71	0.574	blue	blue	congruent	s614
122.683	1.5	incongruent	1.0	89.0	stroop	89	0.659	red	blue	incongruent	s614
124.823	1.5	incongruent	1.0	89.0	stroop	89	1.438	red	green	incongruent	s614
126.825	1.5	incongruent	1.0	71.0	stroop	71	0.606	blue	red	incongruent	s614
129.099	1.5	congruent	1.0	71.0	stroop	71	0.673	blue	blue	congruent	s614
131.241	1.5	incongruent	1.0	82.0	stroop	82	0.755	green	blue	incongruent	s614
133.651	1.5	congruent	1.0	71.0	stroop	71	0.722	blue	blue	congruent	s614
135.657	1.5	congruent	1.0	82.0	stroop	82	0.703	green	green	congruent	s614
137.662	1.5	incongruent	1.0	82.0	stroop	82	0.797	green	blue	incongruent	s614
140.483	1.5	incongruent	1.0	89.0	stroop	89	1.28	red	green	incongruent	s614
142.488	1.5	incongruent	0.0	82.0	stroop	71	1.712	green	blue	incongruent	s614
144.491	1.5	congruent	1.0	89.0	stroop	89	1.585	red	red	congruent	s614
146.632	1.5	congruent	1.0	71.0	stroop	71	0.581	blue	blue	congruent	s614
148.638	1.5	incongruent	1.0	82.0	stroop	82	0.886	green	red	incongruent	s614
150.642	1.5	congruent	0.0	71.0	stroop	89	1.12	blue	blue	congruent	s614
152.643	1.5	incongruent	1.0	82.0	stroop	82	1.831	green	red	incongruent	s614
154.648	1.5	congruent	1.0	82.0	stroop	82	0.598	green	green	congruent	s614
156.654	1.5	incongruent	1.0	71.0	stroop	71	0.663	blue	red	incongruent	s614
158.659	1.5	congruent	1.0	82.0	stroop	82	0.596	green	green	congruent	s614
160.661	1.5	incongruent	1.0	82.0	stroop	82	0.639	green	blue	incongruent	s614
162.937	1.5	incongruent	1.0	71.0	stroop	71	1.181	blue	green	incongruent	s614
164.939	1.5	congruent	1.0	89.0	stroop	89	1.342	red	red	congruent	s614
167.08	1.5	congruent	1.0	71.0	stroop	71	0.673	blue	blue	congruent	s614
169.083	1.5	congruent	1.0	82.0	stroop	82	0.721	green	green	congruent	s614
171.223	1.5	congruent	1.0	89.0	stroop	89	0.667	red	red	congruent	s614
173.224	1.5	congruent	1.0	71.0	stroop	71	0.563	blue	blue	congruent	s614
175.23	1.5	incongruent	1.0	82.0	stroop	82	0.731	green	red	incongruent	s614
177.235	1.5	incongruent	1.0	89.0	stroop	89	0.613	red	green	incongruent	s614
179.513	1.5	incongruent	1.0	89.0	stroop	89	0.846	red	green	incongruent	s614
181.515	1.5	incongruent	1.0	71.0	stroop	71	0.704	blue	green	incongruent	s614
183.654	1.5	congruent	1.0	71.0	stroop	71	0.513	blue	blue	congruent	s614
186.068	1.5	incongruent	1.0	71.0	stroop	71	0.521	blue	green	incongruent	s614
188.342	1.5	congruent	1.0	89.0	stroop	89	0.678	red	red	congruent	s614
191.027	1.5	congruent	1.0	89.0	stroop	89	0.614	red	red	congruent	s614
193.03	1.5	congruent	1.0	82.0	stroop	82	0.63	green	green	congruent	s614
195.441	1.5	congruent	1.0	89.0	stroop	89	0.68	red	red	congruent	s614
197.579	1.5	incongruent	1.0	71.0	stroop	71	0.63	blue	green	incongruent	s614
200.265	1.5	incongruent	1.0	82.0	stroop	82	0.861	green	blue	incongruent	s614
202.267	1.5	incongruent	1.0	71.0	stroop	71	1.525	blue	red	incongruent	s614
204.406	1.5	congruent	1.0	82.0	stroop	82	0.853	green	green	congruent	s614
207.363	1.5	incongruent	1.0	82.0	stroop	82	0.672	green	blue	incongruent	s614
